"stn","Cruise","CTD","depth_m","Month","Day","Year","LatitudeDegN","LongitudeDegE","AmpliconTotal","Trichodesmium","UCYN_A","UCYN_BC","Other_Cyano","MG1","Other_GammaProt","C3a","C1d","DeltaProt","AlphaProt","Bradyrhizobium","VNF_methylomo.9999s","Other","MetaTotal","Trichodesmium.1","UCYN_A.1","UCYN_BC.1","Other_Cyano.1","MG1.1","Other_GammaProt.1","C3a.1","C1d.1","DeltaProt.1","AlphaProt.1","Bradyrhizobium.1","VNF_methylomo.9999s.1","Other.1"
"IN023","IO9N",0,7,3,26,2016,-25.9047,95.0001833,4409,126,959,125,0,1786,1123,44,0,0,14,0,154,78,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN024","IO9N",0,7,3,26,2016,-25.631,94.9999833,95814,21653,24940,0,578,7922,40584,26,0,75,22,0,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN025","IO9N",0,7,3,26,2016,-25.334947,94.9995633,26053,2960,5183,122,311,5774,8860,670,0,16,164,0,1910,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN026","IO9N",0,7,3,27,2016,-24.964705,95.00005,1707,49,582,89,0,385,341,109,0,94,0,0,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"IN027","IO9N",0,7,3,27,2016,-24.732362,94.999745,1039,177,293,0,0,242,253,0,0,23,0,0,42,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN028","IO9N",0,7,3,27,2016,-24.463833,94.9999833,26,0,22,0,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4
"IN029","IO9N",0,7,3,27,2016,-24.13695,94.9999,3218,881,525,104,0,786,747,113,0,0,37,0,25,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"IN030","IO9N",0,7,3,27,2016,-23.879667,95,7441,482,3738,42,0,2002,1035,58,0,0,31,0,53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"IN031","IO9N",0,7,3,27,2016,-23.55864,95.0000783,92554,19308,20678,1036,96,29347,17465,1556,0,0,1424,0,1639,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3
"IN032","IO9N",0,7,3,28,2016,-23.300117,95.0000667,181117,8665,57995,1307,51,49010,48904,1667,237,222,6521,0,6229,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN033","IO9N",0,7,3,28,2016,-23.01573,94.9994883,16954,1923,9377,62,0,2719,2151,0,5,0,267,0,450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN034","IO9N",0,7,3,28,2016,-22.699038,95.0000733,3734,231,2515,25,0,629,284,0,0,0,12,0,38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"IN035","IO9N",0,7,3,28,2016,-22.453317,94.9999167,3020,289,1208,79,0,724,553,17,0,0,64,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN036","IO9N",0,7,3,28,2016,-22.162742,94.9999917,1884,0,1592,0,0,232,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN037","IO9N",0,7,3,28,2016,-21.879992,95.0005233,1478,100,598,38,0,381,303,25,0,0,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN038","IO9N",0,7,3,28,2016,-21.609655,95.0000033,19621,2754,8308,249,0,4795,3182,0,0,0,254,0,79,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"IN039","IO9N",0,7,3,29,2016,-21.31626,95.0000467,49581,20,7823,2415,36,22334,10617,63,0,1935,1704,0,2634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN040","IO9N",0,7,3,29,2016,-20.763233,94.99995,85818,225,304,22,0,53245,14502,14,0,24,98,0,17384,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"IN041","IO9N",0,7,3,29,2016,-20.532583,94.9999167,3127,1357,225,128,0,697,554,7,0,8,83,0,64,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"IN042","IO9N",0,7,3,29,2016,-20.199933,94.9998833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN043","IO9N",0,7,3,29,2016,-19.888642,94.99995,964,0,290,0,0,353,234,0,0,0,44,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN044","IO9N",0,7,3,30,2016,-19.638,95,46,11,16,0,0,4,15,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"IN045","IO9N",0,7,3,30,2016,-19.264687,94.99994,986,334,0,0,0,361,248,0,12,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN046","IO9N",0,7,3,30,2016,-19.083232,94.9997117,11236,1055,3877,399,0,2844,2597,90,0,0,94,0,264,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN047","IO9N",0,7,3,30,2016,-18.794333,94.9999667,200882,27949,37943,6292,40,79591,35318,830,79,347,8538,0,3955,0,4,0,0,0,0,0,1,0,0,0,0,0,0,3
"IN048","IO9N",0,7,3,30,2016,-18.51885,94.9998167,40017,9547,3711,602,0,13326,9843,17,0,0,2046,0,800,125,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN049","IO9N",0,7,3,30,2016,-18.233333,95,1534,260,287,48,0,542,308,18,0,0,71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"IN050","IO9N",0,7,3,30,2016,-17.963083,94.9997317,563,198,0,17,0,158,154,6,0,0,9,0,21,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2
"IN052","IO9N",0,7,3,31,2016,-17.399553,95,608,109,0,14,0,264,168,6,0,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN053","IO9N",0,7,3,31,2016,-17.095345,94.9999667,3893,1159,177,73,0,1643,463,171,0,0,160,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN054","IO9N",0,7,3,31,2016,-16.837822,94.9997767,46509,4160,8554,2179,0,15286,10425,1023,0,22,2483,0,2377,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN055","IO9N",0,7,3,31,2016,-16.581497,95.00015,72572,14401,9172,3322,0,30323,11227,7,0,0,2952,0,1168,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1
"IN056","IO9N",0,7,3,31,2016,-16.277557,94.9998617,75378,7234,18785,2776,0,23922,12537,1395,299,1610,4869,0,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN057","IO9N",0,7,4,1,2016,-16.003897,95,29949,2993,6025,1573,0,10960,6319,174,292,0,1280,0,333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN058","IO9N",0,7,4,1,2016,-15.717108,94.99,3356,870,699,56,0,1060,490,30,0,46,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"IN059","IO9N",0,7,4,1,2016,-15.447758,95.0013,91,35,15,0,0,17,24,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0
"IN060","IO9N",0,7,4,1,2016,-15.168228,94.9998567,75,0,0,0,0,49,26,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,5
"IN061","IO9N",0,7,4,1,2016,-14.929767,94.9999833,778,255,0,15,0,199,196,43,0,0,41,0,29,0,4,0,0,0,0,0,1,0,0,0,0,0,1,2
"IN062","IO9N",0,7,4,1,2016,-14.632748,94.99994,60089,5842,60,202,14,29812,14968,46,2,2354,5230,0,1479,80,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"IN063","IO9N",0,7,4,1,2016,-14.346467,94.99995,286368,27974,0,0,0,161381,58708,181,0,102,24458,0,13564,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN064","IO9N",0,7,4,1,2016,-14.08315,94.9997667,177581,23923,15,1964,0,79046,35398,1454,10714,6406,12524,0,6137,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN065","IO9N",0,7,4,2,2016,-13.840785,94.9999767,35380,7200,0,278,0,14980,7477,927,0,99,3294,0,1093,32,8,0,0,0,0,0,3,0,0,0,0,0,0,5
"IN066","IO9N",0,7,4,2,2016,-13.566538,94.9998717,4333,272,0,44,0,2367,980,100,0,0,412,0,133,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN067","IO9N",0,7,4,2,2016,-13.295452,94.9999883,333,66,0,0,0,158,69,0,0,0,33,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN068","IO9N",0,7,4,2,2016,-13.0295,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN069","IO9N",0,7,4,2,2016,-12.761883,94.9999,410,79,0,0,0,242,57,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN070","IO9N",0,7,4,2,2016,-12.484433,95.0001,26703,2940,0,0,0,13169,5024,493,0,0,2953,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN071","IO9N",0,7,4,2,2016,-12.282843,94.9999817,38892,2956,0,0,0,24380,4830,1613,0,0,4323,0,790,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2
"IN072","IO9N",0,7,4,3,2016,-11.947892,94.9998733,4868,270,0,0,0,2547,890,17,0,37,453,0,654,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"IN073","IO9N",0,7,4,3,2016,-11.627658,95.0000333,1301,0,0,0,0,602,444,9,0,0,117,0,129,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN074","IO9N",0,7,4,3,2016,-11.420658,94.9997,426,9,0,0,0,255,80,0,0,0,36,0,46,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"IN075","IO9N",0,7,4,3,2016,-11.104455,94.9999833,569,130,0,0,0,272,82,0,0,0,48,0,37,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2
"IN076","IO9N",0,7,4,3,2016,-10.884905,94.9990333,327,0,0,0,0,194,88,0,0,0,23,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN077","IO9N",0,7,4,4,2016,-10.652057,95.0000233,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"IN078","IO9N",0,7,4,4,2016,-10.347142,94.9997233,2604,55,0,0,0,1205,709,40,0,80,282,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN079","IO9N",0,7,4,4,2016,-10.130763,94.9999917,1443,58,0,0,0,837,288,7,0,0,188,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN080","IO9N",0,7,4,4,2016,-9.8164167,94.9999,318276,27994,14,0,0,158265,51580,5385,0,3744,45820,0,24111,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN081","IO9N",0,7,4,4,2016,-9.5429183,95.0000583,36030,154,0,0,0,22477,6728,0,0,0,5859,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN082","IO9N",0,7,4,4,2016,-9.2828267,95.0004467,1096,101,0,0,0,640,206,4,0,4,111,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN083","IO9N",0,7,4,4,2016,-8.993065,94.9999883,6371,695,0,0,0,3530,1328,57,0,0,714,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN084","IO9N",0,7,4,5,2016,-8.7295217,94.99947,2117,156,0,0,0,1172,470,0,0,0,265,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN085","IO9N",0,7,4,5,2016,-8.4917083,95.000045,5593,661,0,0,0,2483,1531,17,0,0,887,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN086","IO9N",0,7,4,5,2016,-8.2178867,94.99997,255584,21677,0,330,0,139767,47430,3401,515,2819,31232,0,8306,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN087","IO9N",0,7,4,5,2016,-7.944405,95.0001033,221307,31,87,0,0,163456,8658,0,0,0,49061,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN088","IO9N",0,7,4,5,2016,-7.673305,95.000645,484334,36554,125,10,937,258127,80760,19502,0,36,68816,0,19467,0,6,0,0,0,0,0,0,0,1,0,0,0,0,5
"IN089","IO9N",0,7,4,5,2016,-7.3797417,95.0000117,51906,3482,12,27,0,28208,7732,1991,226,588,7768,0,1769,103,3,0,0,0,0,1,1,0,0,0,0,0,0,1
"IN090","IO9N",0,7,4,5,2016,-7.134695,95.00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"IN091","IO9N",0,7,4,6,2016,-6.9995967,94.99998,825,101,0,23,0,457,110,0,0,0,114,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN092","IO9N",0,7,4,6,2016,-6.59915,95.0003167,6,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0,2
"IN093","IO9N",0,7,4,6,2016,-6.3694717,94.9999633,43015,5543,0,689,0,17538,9207,0,0,0,7577,0,1584,877,8,0,0,0,0,1,1,0,0,0,0,0,0,6
"IN094","IO9N",0,7,4,6,2016,-6.0682617,95.0000283,38550,4494,0,0,0,9002,12965,0,0,0,8457,0,3632,0,9,0,0,0,0,0,2,0,0,0,0,0,0,7
"IN095","IO9N",0,7,4,6,2016,-5.7733517,94.9999817,77260,8532,0,0,0,29154,14415,1228,1064,497,17765,0,4605,0,4,1,0,0,0,0,1,0,0,0,0,0,0,2
"IN096","IO9N",0,7,4,6,2016,-5.529405,95.0002367,214465,29847,9,2306,0,110173,35628,2939,0,1856,24252,0,7455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN097","IO9N",0,7,4,6,2016,-5.2765583,94.9999633,38061,6814,0,0,0,13935,6650,3531,0,0,5761,0,1370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I09_Reg99","IO9N",0,7,4,7,2016,-4.5334833,94.8683167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN098","IO9N",0,7,4,7,2016,-4.97571,95.0001183,34485,4788,0,121,0,11494,8648,8,0,409,7852,0,1135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN099","IO9N",0,7,4,7,2016,-4.5334833,94.8683167,106876,5945,0,1067,0,45972,20242,21,2325,0,25495,0,5178,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN100","IO9N",0,7,4,7,2016,-4.3603567,94.811175,129378,22626,0,0,0,46331,28556,969,68,246,25722,0,4831,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN101","IO9N",0,7,4,7,2016,-4.0690817,94.7158417,54069,12204,0,0,0,20193,10968,109,150,0,8158,0,2269,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN102","IO9N",0,7,4,7,2016,-3.878605,94.6521717,48697,10757,0,248,0,18252,10044,0,8,0,8444,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN103","IO9N",0,7,4,8,2016,-3.6159533,94.5687133,136557,18869,0,971,0,63144,24493,1954,1218,4597,16601,0,4675,35,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"IN104","IO9N",0,7,4,8,2016,-3.3624483,94.49363,188086,13033,0,1191,0,92807,36212,3667,0,0,32554,0,8507,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"IN105","IO9N",0,7,4,8,2016,-3.1298167,94.4253017,89552,8412,0,933,0,44303,16382,43,0,4039,12178,0,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN106","IO9N",0,7,4,8,2016,-2.9185167,94.359105,16160,2681,0,0,0,7177,2785,83,0,202,2819,0,413,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"IN107","IO9N",0,7,4,8,2016,-2.833275,94.33284,195,42,0,0,0,87,20,0,0,0,37,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN108","IO9N",0,7,4,8,2016,-2.63216,94.2723167,3788,774,0,0,0,1442,754,16,0,0,634,0,162,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN109","IO9N",0,7,4,8,2016,-2.5081333,94.2374217,5916,1158,0,2,0,2250,1184,23,0,0,1070,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN110","IO9N",0,7,4,9,2016,-2.3010183,94.165995,5220,545,0,0,0,2642,846,18,0,0,1006,0,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN111","IO9N",0,7,4,9,2016,-2.2013433,94.1318633,70027,9688,0,0,0,34603,10756,361,0,0,11974,0,2645,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"IN112","IO9N",0,7,4,9,2016,-2.0243567,94.0704833,128208,31039,0,0,0,48005,23089,0,0,0,22478,0,3597,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"IN113","IO9N",0,7,4,9,2016,-1.8850133,94.0236067,69422,15521,0,14,0,22219,12572,0,0,0,13871,0,5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN114","IO9N",0,7,4,9,2016,-1.745763,93.9837,5449,1181,0,0,0,2583,727,9,2,0,791,0,156,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN115","IO9N",0,7,4,9,2016,-1.564247,93.93201,4990,1241,0,0,0,1779,686,0,142,7,700,0,435,0,8,2,0,0,0,0,0,0,0,0,0,0,0,6
"IN116","IO9N",0,7,4,9,2016,-1.432458,93.88897,64743,5980,0,0,0,32286,10874,292,105,578,12307,0,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN117","IO9N",0,7,4,9,2016,-1.249783,93.82935,3138,0,0,0,0,2050,347,0,0,0,672,0,69,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
"IN118","IO9N",0,7,4,10,2016,-1.111868,93.78733,17665,1400,0,0,0,8975,2361,42,0,0,4515,0,372,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN119","IO9N",0,7,4,10,2016,-0.9330033,93.73321,97327,25,0,0,0,46834,17521,2788,0,0,16983,0,9573,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN120","IO9N",0,7,4,10,2016,-0.812005,93.69901,141015,29,0,0,0,69853,28316,188,0,0,30989,0,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN121","IO9N",0,7,4,10,2016,-0.6298733,93.64805,26394,72,0,25335,0,117,81,0,0,0,59,0,31,699,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN122","IO9N",0,7,4,10,2016,-0.4346,93.58772,6380,264,0,0,0,3354,824,91,0,75,1612,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN123","IO9N",0,7,4,10,2016,-0.315935,93.55215,7802,1053,0,0,0,2971,1613,143,163,70,1240,0,512,37,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN124","IO9N",0,7,4,10,2016,-0.1198133,93.48307,193,25,0,0,0,64,58,5,0,0,28,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN125","IO9N",0,7,4,10,2016,0.000613,93.44167,442,64,0,0,0,161,111,0,0,0,69,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN126","IO9N",0,7,4,10,2016,0.1474633,93.37547,2885,0,0,0,0,1283,834,0,0,0,630,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN127","IO9N",0,7,4,11,2016,0.3167483,93.30029,92299,16389,0,0,0,28324,16441,0,7895,0,16140,0,7110,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN128","IO9N",0,7,4,11,2016,0.3925867,93.20948,160507,18386,0,273,0,78879,25420,1691,5,1740,26027,0,8086,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"IN129","IO9N",0,7,4,11,2016,0.5481517,93.02457,39295,6031,0,0,0,17534,5843,0,0,0,4851,0,5036,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN130","IO9N",0,7,4,11,2016,0.7184983,92.83943,6773,809,0,0,0,3537,967,0,0,50,1145,0,265,0,6,0,0,0,0,0,1,0,0,0,0,0,0,5
"IN131","IO9N",0,7,4,11,2016,0.8181133,92.7336,8237,1554,0,0,0,2777,1667,67,0,0,1740,0,432,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2
"IN132","IO9N",0,7,4,11,2016,0.9266867,92.63333,505,201,0,0,0,141,84,0,0,0,59,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN133","IO9N",0,7,4,11,2016,1.098345,92.50449,1447,543,0,0,0,403,218,0,0,0,181,0,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN134","IO9N",0,7,4,12,2016,1.140505,92.47758,1577,467,0,0,0,588,213,0,0,0,248,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN135","IO9N",0,7,4,12,2016,1.450153,92.29927,153728,28500,5,0,0,61510,25656,0,0,0,26008,0,12011,38,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN136","IO9N",0,7,4,12,2016,1.67274,92.21095,138728,20697,7,0,0,58838,23928,3401,15,0,21123,0,10719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN137","IO9N",0,7,4,12,2016,1.798842,92.16122,34931,6493,0,0,0,14405,6491,18,0,27,5775,0,1722,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3
"IN138","IO9N",0,7,4,12,2016,2.013627,92.08568,3137,368,0,0,0,1231,861,0,0,0,455,0,211,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"IN139","IO9N",0,7,4,12,2016,2.201162,92.02013,3626,556,0,0,0,1339,794,0,0,0,590,0,347,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3
"IN140","IO9N",0,7,4,12,2016,2.43041,91.94473,3153,523,0,22,0,1178,552,0,0,0,674,0,204,0,5,0,0,0,0,1,0,0,0,0,0,0,0,4
"IN141","IO9N",0,7,4,13,2016,2.598448,91.88994,17434,3930,0,0,0,6639,3447,0,0,0,2618,0,798,2,5,0,0,0,0,0,0,0,0,0,1,0,0,4
"IN142","IO9N",0,7,4,13,2016,2.761847,91.83674,28723,5895,0,35,0,11757,5683,0,0,0,4313,0,1032,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"IN143","IO9N",0,7,4,13,2016,3.000083,91.75995,73078,18269,0,2143,0,25406,12183,10,0,0,10569,0,4498,0,7,0,0,0,0,2,0,0,0,0,0,0,0,5
"IN144","IO9N",0,7,4,13,2016,3.20292,91.65623,115051,26119,0,2221,0,41763,20673,0,0,0,17721,0,6554,0,5,1,0,0,0,1,0,0,0,0,0,0,0,3
"IN145","IO9N",0,7,4,13,2016,3.431008,91.71537,3173,873,0,0,0,1132,620,0,0,0,377,0,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN146","IO9N",0,7,4,13,2016,3.718448,91.40716,2795,1197,0,0,0,713,468,0,0,0,346,0,71,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"IN147","IO9N",0,7,4,13,2016,3.90019,91.32631,1108,275,0,0,0,316,249,0,0,0,177,0,91,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"IN148","IO9N",0,7,4,13,2016,4.065342,91.20651,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN149","IO9N",0,7,4,14,2016,4.285297,91.04709,526,81,0,0,0,147,139,0,0,0,113,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN150","IO9N",0,7,4,14,2016,4.518033,90.86723,3001,664,0,0,0,923,671,0,0,0,505,0,238,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN151","IO9N",0,7,4,14,2016,4.653827,90.76293,124327,20662,0,0,0,49248,24471,0,0,130,20489,0,9117,210,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"IN152","IO9N",0,7,4,14,2016,4.833453,90.62174,91480,10784,5,0,0,33898,17703,18,0,0,20515,0,8557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN153","IO9N",0,7,4,14,2016,5.024525,90.47362,16058,4014,0,0,0,5541,2704,0,0,0,3117,0,676,6,5,1,0,0,0,3,0,0,0,0,0,0,0,1
"IN154","IO9N",0,7,4,14,2016,5.33135,90.24293,1724,309,0,0,0,627,312,0,0,94,347,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN155","IO9N",0,7,4,14,2016,5.393997,90.19358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"IN156","IO9N",0,7,4,14,2016,5.621573,89.90954,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN157","IO9N",0,7,4,14,2016,5.763192,89.79003,299,46,0,0,0,47,84,0,0,0,92,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"IN158","IO9N",0,7,4,15,2016,5.910553,89.62812,835,164,0,0,0,285,174,0,0,0,168,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN159","IO9N",0,7,4,15,2016,6.1191,89.62812,48477,10034,0,0,0,16601,9399,41,4,0,8443,0,3955,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"IN160","IO9N",0,7,4,15,2016,6.204652,89.56419,42434,8000,0,0,0,11209,9413,276,0,50,10052,0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN161","IO9N",0,7,4,15,2016,6.501512,89.33943,46437,7751,0,0,0,13177,9718,0,0,0,10685,0,5106,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"IN162","IO9N",0,7,4,15,2016,6.657948,89.22017,40,8,0,0,0,11,10,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN163","IO9N",0,7,4,15,2016,6.873103,89.05477,6708,1901,0,0,0,986,1523,0,0,0,1626,0,672,0,5,1,0,0,0,0,1,0,0,0,0,0,0,3
"IN164","IO9N",0,7,4,15,2016,7.06215,88.90896,10920,4481,0,59,0,3064,1663,0,0,0,1530,0,112,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN165","IO9N",0,7,4,15,2016,7.241058,88.7707,653,217,0,0,0,188,127,0,0,0,95,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"IN166","IO9N",0,7,4,15,2016,7.470995,88.59244,3303,1627,0,0,0,516,616,0,0,0,417,0,127,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1
"I09_Reg168","IO9N",0,7,4,16,2016,7.982877,88.201702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN167","IO9N",0,7,4,16,2016,7.611185,88.49471,49083,12411,0,518,710,13479,7326,0,0,0,9447,0,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN168","IO9N",0,7,4,16,2016,7.982885,88.20166,150664,18004,0,0,0,79447,10213,510,0,0,36398,0,6092,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN169","IO9N",0,7,4,16,2016,8.198958,88.03547,11871,4063,0,100,0,3564,2140,69,0,0,1555,0,380,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN170","IO9N",0,7,4,16,2016,8.349537,87.91938,538,235,0,6,0,66,128,0,0,0,70,0,33,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
